id,width,depth,height,weight,value,allowedRotations
I1978,1200,1600,1350,303.92,303.92,012345
I1979,1200,1600,1350,303.92,303.92,012345
I1980,1200,1600,1350,303.92,303.92,012345
I1981,1200,1600,1350,303.92,303.92,012345
I1982,1200,1600,1350,303.92,303.92,012345
I1983,1200,1600,1350,303.92,303.92,012345
I1984,570,780,478,170.28,170.28,012345
I1985,570,780,478,170.28,170.28,012345
I1986,570,780,478,170.28,170.28,012345
I1987,570,780,478,170.28,170.28,012345
I1988,1000,1200,975,336.7,336.7,012345
I1989,1000,1200,975,336.7,336.7,012345
I1990,1000,1200,975,336.7,336.7,012345
I1991,1000,1200,975,336.7,336.7,012345
I1992,1000,1200,975,336.7,336.7,012345
I1993,1000,1200,975,336.7,336.7,012345
I1994,1000,1200,975,336.7,336.7,012345
I1995,1000,1200,750,305.32,305.32,012345
I1996,1000,1200,750,305.32,305.32,012345
I1997,1200,1600,975,611.224,611.224,012345
I1998,1200,1600,930,547.3,547.3,012345
I1999,1200,1600,930,547.3,547.3,012345
I2000,1200,1600,930,547.3,547.3,012345
I2001,1200,1600,930,547.3,547.3,012345
I2002,1200,1600,930,547.3,547.3,012345
I2003,1200,1600,930,547.3,547.3,012345
I2004,1200,1600,930,277.828,277.828,012345
I2005,1200,1600,1350,207.72,207.72,012345
I2006,1200,1600,1350,207.72,207.72,012345
I2007,1200,1600,1350,207.72,207.72,012345
I2008,1200,1600,1350,207.72,207.72,012345
I2009,1200,1600,1350,207.72,207.72,012345
I2010,1200,1600,1350,207.72,207.72,012345
I2011,1200,1600,930,277.828,277.828,012345
I2012,1200,1900,750,845.38,845.38,012345
I2013,1200,1900,750,845.38,845.38,012345
I2014,570,780,478,269.32,269.32,012345
I2015,1200,1600,1350,207.72,207.72,012345
I2016,1200,1600,1350,207.72,207.72,012345
I2017,1200,1600,1350,207.72,207.72,012345
I2018,1200,1600,1350,207.72,207.72,012345
I2019,1200,1600,1350,207.72,207.72,012345
I2020,1200,1600,1350,207.72,207.72,012345
I2021,1200,1600,1350,207.72,207.72,012345
I2022,1200,1600,1350,207.72,207.72,012345
I2023,1200,1600,1350,207.72,207.72,012345
I2024,1200,1600,1350,207.72,207.72,012345
I2025,1200,1600,1350,207.72,207.72,012345
I2026,1200,1600,1350,207.72,207.72,012345
I2027,1200,1600,1350,207.72,207.72,012345
I2028,1200,1600,1350,207.72,207.72,012345
I2029,1000,1200,975,259.6,259.6,012345
I2030,1000,1200,975,259.6,259.6,012345
I2031,1200,1600,1350,207.72,207.72,012345
I2032,1200,1600,1350,207.72,207.72,012345
I2033,1200,1600,1350,207.72,207.72,012345
I2034,1200,1600,1350,207.72,207.72,012345
I2035,1200,1600,1350,207.72,207.72,012345
I2036,1200,1600,1350,207.72,207.72,012345
I2037,1200,1600,1350,207.72,207.72,012345
I2038,1200,1600,1350,207.72,207.72,012345
I2039,1200,1600,1350,207.72,207.72,012345
I2040,1200,1600,1350,207.72,207.72,012345
I2041,1000,1200,1155,366.75,366.75,012345
I2042,1000,1200,1155,373.25,373.25,012345
I2043,1000,1200,975,527.4,527.4,012345
I2044,1000,1200,975,527.4,527.4,012345
I2045,1000,1200,975,527.4,527.4,012345
I2046,1000,1200,975,527.4,527.4,012345
I2047,1000,1200,975,527.4,527.4,012345
I2048,1000,1200,975,527.4,527.4,012345
I2049,1200,1400,1450,179.4,179.4,012345
I2050,1200,1400,1450,179.4,179.4,012345
I2051,1200,1400,1450,179.4,179.4,012345
I2052,1200,1400,1450,179.4,179.4,012345
I2053,1200,1400,1450,179.4,179.4,012345
I2054,1200,1400,1450,179.4,179.4,012345
I2055,1200,1400,1450,179.4,179.4,012345
I2056,1200,1400,1450,179.4,179.4,012345
I2057,1200,1400,1450,179.4,179.4,012345
I2058,1200,1400,1450,179.4,179.4,012345
I2059,1200,1400,1450,179.4,179.4,012345
I2060,1200,1400,1450,179.4,179.4,012345
I2061,1200,1400,1450,179.4,179.4,012345
I2062,1200,1400,1450,179.4,179.4,012345
I2063,1200,1400,1450,179.4,179.4,012345
I2064,1200,1400,1450,179.4,179.4,012345
I2065,1200,1400,1450,179.4,179.4,012345
I2066,1200,1400,1450,179.4,179.4,012345
I2067,1200,1600,975,1471.6,1471.6,012345
I2068,1000,1200,750,227.528,227.528,012345
I2069,1000,1200,750,227.528,227.528,012345
I2070,1200,1400,1450,179.4,179.4,012345
I2071,1200,1400,1450,179.4,179.4,012345
I2072,1200,1400,1450,179.4,179.4,012345
I2073,1200,1400,1450,179.4,179.4,012345
I2074,1200,1400,1450,179.4,179.4,012345
I2075,1200,1400,1450,179.4,179.4,012345
I2076,1000,1200,975,652.0,652.0,012345
I2077,1000,1200,975,708.0,708.0,012345
I2078,570,780,478,81.72,81.72,012345
I2079,570,780,478,81.72,81.72,012345
I2080,570,780,478,81.72,81.72,012345
I2081,570,780,478,81.72,81.72,012345
I2082,570,780,478,81.72,81.72,012345
I2083,1200,1600,930,438.4,438.4,012345
I2084,1200,1600,930,438.4,438.4,012345
I2085,1200,1600,930,438.4,438.4,012345
I2086,1200,1600,930,438.4,438.4,012345
I2087,1200,1600,930,438.4,438.4,012345
I2088,1200,1600,930,438.4,438.4,012345
I2089,1200,1600,930,438.4,438.4,012345
I2090,1200,1600,930,438.4,438.4,012345
I2091,1200,1600,930,438.4,438.4,012345
I2092,1200,1600,930,438.4,438.4,012345
I2093,1000,1200,750,351.944,351.944,012345
I2094,1000,1200,750,351.944,351.944,012345
I2095,1000,1200,975,308.76,308.76,012345
I2096,570,780,478,104.768,104.768,012345
I2097,570,780,478,104.768,104.768,012345
I2098,570,780,478,104.768,104.768,012345
I2099,1000,1200,750,305.32,305.32,012345
I2100,1000,1200,750,305.32,305.32,012345
I2101,1200,1600,930,277.828,277.828,012345
I2102,1200,1600,930,277.828,277.828,012345
I2103,1000,1200,1155,375.0,375.0,012345
I2104,1225,1400,1160,278.5,278.5,012345
I2105,1225,1400,1160,278.5,278.5,012345
I2106,1225,1400,1160,278.5,278.5,012345
I2107,1225,1400,1160,278.5,278.5,012345
I2108,1225,1400,1160,278.5,278.5,012345
I2109,1225,1400,1160,278.5,278.5,012345
I2110,1225,1400,1160,278.5,278.5,012345
I2111,1225,1400,1160,278.5,278.5,012345
I2112,1225,1400,1160,278.5,278.5,012345
I2113,1225,1400,1160,278.5,278.5,012345
I2114,1225,1400,1160,278.5,278.5,012345
I2115,1225,1400,1160,278.5,278.5,012345
I2116,570,780,478,81.72,81.72,012345
I2117,570,780,478,81.72,81.72,012345
I2118,570,780,478,81.72,81.72,012345
I2119,570,780,478,269.32,269.32,012345
I2120,1000,1200,975,337.45,337.45,012345
I2121,1200,1600,930,547.3,547.3,012345
I2122,1200,1600,930,547.3,547.3,012345
I2123,1200,1600,930,547.3,547.3,012345
I2124,1200,1600,930,547.3,547.3,012345
I2125,1200,1600,930,547.3,547.3,012345
I2126,1200,1600,930,547.3,547.3,012345
I2127,1200,1600,930,547.3,547.3,012345
I2128,1200,1600,930,547.3,547.3,012345
I2129,1200,1600,930,547.3,547.3,012345
I2130,570,780,478,82.32,82.32,012345
I2131,570,780,478,82.32,82.32,012345
I2132,570,780,478,82.32,82.32,012345
I2133,570,780,478,82.32,82.32,012345
I2134,570,780,478,82.32,82.32,012345
I2135,570,780,478,82.32,82.32,012345
I2136,570,780,478,82.32,82.32,012345
I2137,570,780,478,82.32,82.32,012345
I2138,1000,1200,750,229.88,229.88,012345
I2139,1000,1200,750,229.88,229.88,012345
I2140,1000,1200,750,229.88,229.88,012345
I2141,1000,1200,750,229.88,229.88,012345
I2142,1000,1200,750,229.88,229.88,012345
I2143,1000,1200,750,229.88,229.88,012345
I2144,1000,1200,750,235.4,235.4,012345
I2145,1000,1200,975,156.15,156.15,012345
I2146,1000,1200,975,156.15,156.15,012345
I2147,1000,1200,975,156.15,156.15,012345
I2148,1000,1200,975,156.15,156.15,012345
I2149,1000,1200,975,156.15,156.15,012345
I2150,1000,1200,975,156.15,156.15,012345
I2151,1000,1200,975,156.15,156.15,012345
I2152,1200,1600,930,547.3,547.3,012345
I2153,1200,1600,930,547.3,547.3,012345
I2154,1200,1600,930,547.3,547.3,012345
I2155,1200,1600,930,547.3,547.3,012345
I2156,1000,1200,750,305.32,305.32,012345
I2157,570,780,478,270.08,270.08,012345
I2158,1200,1600,1350,207.72,207.72,012345
I2159,1200,1600,1350,207.72,207.72,012345
I2160,1200,1600,1350,207.72,207.72,012345
I2161,1200,1600,1350,207.72,207.72,012345
I2162,1200,1600,1350,207.72,207.72,012345
I2163,1200,1600,1350,207.72,207.72,012345
I2164,1200,1600,1350,207.72,207.72,012345
I2165,1200,1600,1350,207.72,207.72,012345
I2166,1200,1600,1350,207.72,207.72,012345
I2167,1200,1600,1350,207.72,207.72,012345
I2168,1200,1600,1350,207.72,207.72,012345
I2169,1200,1600,930,514.24,514.24,012345
I2170,1200,1900,750,713.62,713.62,012345
I2171,1200,1900,750,713.62,713.62,012345
I2172,1200,1900,750,713.62,713.62,012345
I2173,1000,1200,750,229.88,229.88,012345
I2174,1000,1200,750,229.88,229.88,012345
I2175,1000,1200,750,229.88,229.88,012345
I2176,1000,1200,750,229.88,229.88,012345
I2177,1000,1200,750,229.88,229.88,012345
I2178,1000,1200,750,229.88,229.88,012345
I2179,1200,1600,1350,207.72,207.72,012345
I2180,1200,1600,1350,207.72,207.72,012345
I2181,1200,1600,1350,207.72,207.72,012345
I2182,1200,1600,1350,207.72,207.72,012345
I2183,1200,1600,1350,207.72,207.72,012345
I2184,1200,1600,1350,207.72,207.72,012345
I2185,1200,1600,1350,207.72,207.72,012345
I2186,1200,1600,1350,207.72,207.72,012345
I2187,1200,1600,1350,207.72,207.72,012345
I2188,1200,1600,1350,207.72,207.72,012345
I2189,1200,1600,1350,207.72,207.72,012345
I2190,1200,1600,1350,207.72,207.72,012345
I2191,1200,1600,1350,207.72,207.72,012345
I2192,1200,1600,1350,207.72,207.72,012345
I2193,1200,1600,1350,207.72,207.72,012345
I2194,1200,1600,1350,207.72,207.72,012345
I2195,1200,1600,1350,207.72,207.72,012345
I2196,1200,1600,1350,207.72,207.72,012345
I2197,1200,1600,1350,207.72,207.72,012345
I2198,1000,1200,750,405.72,405.72,012345
I2199,1000,1200,975,577.8,577.8,012345
I2200,1000,1200,975,577.8,577.8,012345
I2201,1000,1200,975,577.8,577.8,012345
I2202,1000,1200,975,577.8,577.8,012345
I2203,1000,1200,975,577.8,577.8,012345
I2204,1000,1200,975,577.8,577.8,012345
I2205,1000,1200,975,577.8,577.8,012345
I2206,1000,1200,975,577.8,577.8,012345
I2207,1200,1600,1350,303.92,303.92,012345
I2208,1200,1600,1350,303.92,303.92,012345
I2209,1200,1600,1350,303.92,303.92,012345
I2210,1000,1200,750,351.756,351.756,012345
I2211,1200,1600,1350,207.72,207.72,012345
I2212,1200,1600,1350,207.72,207.72,012345
I2213,1200,1600,1350,207.72,207.72,012345
I2214,1200,1600,1350,207.72,207.72,012345
I2215,1200,1600,1350,207.72,207.72,012345
I2216,1200,1600,1350,207.72,207.72,012345
I2217,1000,1200,975,259.6,259.6,012345
I2218,1000,1200,975,259.6,259.6,012345
I2219,1000,1200,975,259.6,259.6,012345
I2220,1000,1200,975,259.6,259.6,012345
I2221,570,780,478,101.52,101.52,012345
I2222,1000,1200,750,305.32,305.32,012345
I2223,1000,1200,750,227.528,227.528,012345
I2224,1000,1200,750,227.528,227.528,012345
I2225,1000,1200,1155,373.25,373.25,012345
I2226,1000,1200,1155,373.25,373.25,012345
I2227,570,780,478,101.52,101.52,012345
I2228,1200,1400,1450,179.4,179.4,012345
I2229,1200,1400,1450,179.4,179.4,012345
I2230,1200,1400,1450,179.4,179.4,012345
I2231,1200,1400,1450,179.4,179.4,012345
I2232,1200,1400,1450,179.4,179.4,012345
I2233,1200,1400,1450,179.4,179.4,012345
I2234,1200,1400,1450,179.4,179.4,012345
I2235,1200,1400,1450,179.4,179.4,012345
I2236,1200,1400,1450,179.4,179.4,012345
I2237,1200,1400,1450,179.4,179.4,012345
I2238,1200,1400,1450,179.4,179.4,012345
I2239,1200,1400,1450,179.4,179.4,012345
I2240,1200,1400,1450,179.4,179.4,012345
I2241,1200,1400,1450,179.4,179.4,012345
I2242,1200,1400,1450,179.4,179.4,012345
I2243,1200,1400,1450,179.4,179.4,012345
I2244,1200,1400,1450,179.4,179.4,012345
I2245,1200,1400,1450,179.4,179.4,012345
I2246,1200,1400,1450,179.4,179.4,012345
I2247,1200,1400,1450,179.4,179.4,012345
I2248,1200,1400,1450,179.4,179.4,012345
I2249,1200,1400,1450,179.4,179.4,012345
I2250,1200,1400,1450,179.4,179.4,012345
I2251,1200,1400,1450,179.4,179.4,012345
I2252,1200,1400,1450,179.4,179.4,012345
I2253,1200,1400,1450,179.4,179.4,012345
I2254,1200,1400,1450,179.4,179.4,012345
I2255,1200,1400,1450,179.4,179.4,012345
I2256,1200,1400,1450,179.4,179.4,012345
I2257,1200,1400,1450,179.4,179.4,012345
I2258,1200,1400,1450,179.4,179.4,012345
I2259,1200,1400,1450,179.4,179.4,012345
I2260,1200,1400,1450,179.4,179.4,012345
I2261,1200,1400,1450,179.4,179.4,012345
I2262,1200,1400,1450,179.4,179.4,012345
I2263,1200,1400,1450,179.4,179.4,012345
I2264,1200,1400,1450,179.4,179.4,012345
I2265,1200,1400,1450,179.4,179.4,012345
I2266,1200,1400,1450,179.4,179.4,012345
I2267,1200,1400,1450,179.4,179.4,012345
I2268,1200,1400,1450,179.4,179.4,012345
I2269,1200,1400,1450,179.4,179.4,012345
I2270,1200,1400,1450,179.4,179.4,012345
I2271,1200,1400,1450,179.4,179.4,012345
I2272,1200,1400,1450,179.4,179.4,012345
I2273,1200,1400,1450,179.4,179.4,012345
I2274,1000,1200,750,405.72,405.72,012345
I2275,1000,1200,975,337.9,337.9,012345
I2276,1000,1200,558,127.408,127.408,012345
I2277,1200,1600,1350,312.72,312.72,012345
I2278,1000,1200,750,229.88,229.88,012345
I2279,1000,1200,750,229.88,229.88,012345
I2280,1000,1200,750,229.88,229.88,012345
I2281,1200,1600,1350,207.72,207.72,012345
I2282,1200,1600,1350,207.72,207.72,012345
I2283,1200,1600,1350,207.72,207.72,012345
I2284,1200,1600,1350,207.72,207.72,012345
I2285,1200,1600,1350,207.72,207.72,012345
I2286,1200,1600,1350,207.72,207.72,012345
I2287,1200,1600,1350,207.72,207.72,012345
I2288,1200,1600,1350,207.72,207.72,012345
I2289,1200,1600,1350,207.72,207.72,012345
I2290,570,780,478,82.32,82.32,012345
I2291,570,780,478,82.32,82.32,012345
I2292,570,780,478,82.32,82.32,012345
I2293,570,780,478,82.32,82.32,012345
I2294,570,780,478,82.32,82.32,012345
I2295,570,780,478,82.32,82.32,012345
I2296,1000,1200,750,227.528,227.528,012345
I2297,1000,1200,975,384.74,384.74,012345
I2298,1200,1600,1350,303.92,303.92,012345
I2299,1200,1600,1350,303.92,303.92,012345
I2300,1200,1600,1350,303.92,303.92,012345
I2301,1200,1600,1350,303.92,303.92,012345
I2302,1200,1600,1350,303.92,303.92,012345
I2303,1200,1600,1350,303.92,303.92,012345
I2304,1200,1600,1350,303.92,303.92,012345
I2305,1200,1600,1350,303.92,303.92,012345
I2306,1200,1600,1350,303.92,303.92,012345
I2307,1200,1600,1350,207.72,207.72,012345
I2308,1200,1600,1350,207.72,207.72,012345
I2309,1200,1600,1350,207.72,207.72,012345
I2310,1200,1600,975,611.224,611.224,012345
I2311,1000,1200,750,227.528,227.528,012345
I2312,1000,1200,750,227.528,227.528,012345
I2313,1200,1400,1450,179.4,179.4,012345
I2314,1200,1400,1450,179.4,179.4,012345
I2315,1200,1400,1450,179.4,179.4,012345
I2316,1200,1400,1450,179.4,179.4,012345
I2317,1200,1400,1450,179.4,179.4,012345
I2318,1200,1400,1450,179.4,179.4,012345
I2319,1200,1400,1450,179.4,179.4,012345
I2320,1200,1400,1450,179.4,179.4,012345
I2321,1200,1400,1450,179.4,179.4,012345
I2322,1000,1200,975,246.0,246.0,012345
I2323,1000,1200,975,246.0,246.0,012345
I2324,570,780,478,96.256,96.256,012345
I2325,570,780,478,96.256,96.256,012345
I2326,570,780,478,96.256,96.256,012345
I2327,1200,1600,1350,303.92,303.92,012345
I2328,1200,1600,1350,303.92,303.92,012345
I2329,1200,1600,1350,303.92,303.92,012345
I2330,1200,1600,1350,303.92,303.92,012345
I2331,1200,1600,1350,303.92,303.92,012345
I2332,1200,1600,1350,303.92,303.92,012345
I2333,1200,1600,1350,303.92,303.92,012345
I2334,1200,1600,1350,303.92,303.92,012345
I2335,570,780,478,104.768,104.768,012345
I2336,1200,1600,930,454.873,454.873,012345
I2337,1200,1600,930,454.873,454.873,012345
I2338,1200,1600,930,454.873,454.873,012345
I2339,1000,1200,545,729.5,729.5,012345
I2340,1000,1200,545,690.5,690.5,012345
I2341,1000,1200,545,690.5,690.5,012345
I2342,1000,1200,930,343.9,343.9,012345
I2343,570,780,478,160.56,160.56,012345
I2344,1000,1200,750,267.8,267.8,012345
I2345,1200,1600,1350,303.92,303.92,012345
I2346,1200,1600,1350,303.92,303.92,012345
I2347,1200,1600,1350,303.92,303.92,012345
I2348,1200,1600,1350,303.92,303.92,012345
I2349,1200,1600,1350,303.92,303.92,012345
I2350,1200,1600,1350,303.92,303.92,012345
I2351,1200,1600,1350,303.92,303.92,012345
I2352,1200,1600,1350,303.92,303.92,012345
I2353,1000,1200,975,384.74,384.74,012345
I2354,1000,1200,545,690.5,690.5,012345
I2355,1000,1200,545,690.5,690.5,012345
I2356,1000,1200,750,229.88,229.88,012345
I2357,1000,1200,750,229.88,229.88,012345
I2358,1000,1200,750,229.88,229.88,012345
I2359,1000,1200,750,229.88,229.88,012345
I2360,1000,1200,750,229.88,229.88,012345
I2361,1000,1200,750,229.88,229.88,012345
I2362,1200,1600,975,1471.6,1471.6,012345
I2363,1000,1200,975,652.0,652.0,012345
I2364,1000,1200,750,351.944,351.944,012345
I2365,1000,1200,750,351.944,351.944,012345
I2366,1000,1200,1057,164.04,164.04,012345
I2367,1000,1200,558,127.408,127.408,012345
I2368,1200,1600,1350,205.16,205.16,012345
I2369,1200,1600,1350,205.16,205.16,012345
I2370,1200,1600,1350,205.16,205.16,012345
I2371,1225,1400,1160,317.0,317.0,012345
I2372,1225,1400,1160,317.0,317.0,012345
I2373,1225,1400,1160,317.0,317.0,012345
I2374,1225,1400,1160,317.0,317.0,012345
I2375,1225,1400,1160,317.0,317.0,012345
I2376,1225,1400,1160,317.0,317.0,012345
I2377,1225,1400,1160,317.0,317.0,012345
I2378,1225,1400,1160,317.0,317.0,012345
I2379,1225,1400,1160,317.0,317.0,012345
I2380,1225,1400,1160,317.0,317.0,012345
I2381,1225,1400,1160,317.0,317.0,012345
I2382,1225,1400,1160,317.0,317.0,012345
I2383,1225,1400,1160,278.5,278.5,012345
I2384,1225,1400,1160,278.5,278.5,012345
I2385,1225,1400,1160,278.5,278.5,012345
I2386,1225,1400,1160,278.5,278.5,012345
I2387,1225,1400,1160,278.5,278.5,012345
I2388,1225,1400,1160,278.5,278.5,012345
I2389,1225,1400,1160,278.5,278.5,012345
I2390,1225,1400,1160,278.5,278.5,012345
I2391,1225,1400,1160,278.5,278.5,012345
I2392,1225,1400,1160,278.5,278.5,012345
I2393,1225,1400,1160,278.5,278.5,012345
I2394,1225,1400,1160,278.5,278.5,012345
I2395,1225,1400,1160,278.5,278.5,012345
I2396,1225,1400,1160,278.5,278.5,012345
I2397,1225,1400,1160,278.5,278.5,012345
I2398,1225,1400,1160,278.5,278.5,012345
I2399,1225,1400,1160,278.5,278.5,012345
I2400,1225,1400,1160,278.5,278.5,012345
I2401,1225,1400,1160,278.5,278.5,012345
I2402,1225,1400,1160,278.5,278.5,012345
I2403,1225,1400,1160,278.5,278.5,012345
I2404,1225,1400,1160,278.5,278.5,012345
I2405,1225,1400,1160,278.5,278.5,012345
I2406,1225,1400,1160,278.5,278.5,012345
I2407,1225,1400,1160,278.5,278.5,012345
I2408,1225,1400,1160,278.5,278.5,012345
I2409,1225,1400,1160,278.5,278.5,012345
I2410,1225,1400,1160,278.5,278.5,012345
I2411,1225,1400,1160,278.5,278.5,012345
I2412,1225,1400,1160,278.5,278.5,012345
I2413,1200,1400,1450,179.4,179.4,012345
I2414,1200,1400,1450,179.4,179.4,012345
I2415,1200,1400,1450,179.4,179.4,012345
I2416,1200,1400,1450,179.4,179.4,012345
I2417,1200,1400,1450,179.4,179.4,012345
I2418,1200,1400,1450,179.4,179.4,012345
I2419,1200,1400,1450,179.4,179.4,012345
I2420,1200,1400,1450,179.4,179.4,012345
I2421,1200,1400,1450,179.4,179.4,012345
I2422,1200,1400,1450,179.4,179.4,012345
I2423,1200,1400,1450,179.4,179.4,012345
I2424,1200,1400,1450,179.4,179.4,012345
I2425,1200,1400,1450,179.4,179.4,012345
I2426,1200,1400,1450,179.4,179.4,012345
I2427,1200,1400,1450,179.4,179.4,012345
I2428,1200,1400,1450,179.4,179.4,012345
I2429,1200,1400,1450,179.4,179.4,012345
I2430,1200,1400,1450,179.4,179.4,012345
I2431,1200,1400,1450,179.4,179.4,012345
I2432,1200,1400,1450,179.4,179.4,012345
I2433,1200,1400,1450,179.4,179.4,012345
I2434,1200,1400,1450,179.4,179.4,012345
I2435,1200,1400,1450,179.4,179.4,012345
I2436,1200,1400,1450,179.4,179.4,012345
I2437,1200,1400,1450,179.4,179.4,012345
I2438,1200,1400,1450,179.4,179.4,012345
I2439,1200,1400,1450,179.4,179.4,012345
I2440,1200,1400,1450,179.4,179.4,012345
I2441,1200,1400,1450,179.4,179.4,012345
I2442,1200,1400,1450,179.4,179.4,012345
I2443,1200,1400,1450,179.4,179.4,012345
I2444,1200,1400,1450,179.4,179.4,012345
I2445,1200,1400,1450,179.4,179.4,012345
I2446,1200,1400,1450,179.4,179.4,012345
I2447,1200,1400,1450,179.4,179.4,012345
I2448,1200,1600,1350,205.16,205.16,012345
I2449,1200,1600,930,277.828,277.828,012345
I2450,1000,1200,1155,375.0,375.0,012345
I2451,1200,1600,930,438.4,438.4,012345
I2452,1200,1600,930,438.4,438.4,012345
I2453,1200,1600,930,438.4,438.4,012345
I2454,1200,1600,930,438.4,438.4,012345
I2455,1200,1600,930,438.4,438.4,012345
I2456,1200,1600,930,438.4,438.4,012345
I2457,1200,1600,930,438.4,438.4,012345
I2458,1200,1600,1350,207.72,207.72,012345
I2459,1200,1600,1350,207.72,207.72,012345
I2460,1200,1600,1350,207.72,207.72,012345
I2461,1200,1600,1350,207.72,207.72,012345
I2462,1200,1600,1350,207.72,207.72,012345
I2463,1200,1600,1350,207.72,207.72,012345
I2464,1200,1600,1350,207.72,207.72,012345
I2465,1200,1600,1350,207.72,207.72,012345
I2466,1200,1600,1350,207.72,207.72,012345
I2467,1200,1600,1350,207.72,207.72,012345
I2468,1200,1600,1350,207.72,207.72,012345
I2469,1200,1600,1350,207.72,207.72,012345
I2470,1200,1600,1350,207.72,207.72,012345
I2471,1200,1600,1350,207.72,207.72,012345
I2472,1200,1600,1350,207.72,207.72,012345
I2473,1200,1600,1350,207.72,207.72,012345
I2474,1000,1200,975,337.9,337.9,012345
I2475,1225,1400,1160,278.5,278.5,012345
I2476,1225,1400,1160,278.5,278.5,012345
I2477,1225,1400,1160,278.5,278.5,012345
I2478,1225,1400,1160,278.5,278.5,012345
I2479,1225,1400,1160,278.5,278.5,012345
I2480,1225,1400,1160,278.5,278.5,012345
I2481,1225,1400,1160,278.5,278.5,012345
I2482,1225,1400,1160,278.5,278.5,012345
I2483,1000,1200,1057,179.85,179.85,012345
I2484,1000,1200,750,351.756,351.756,012345
I2485,1000,1200,750,351.756,351.756,012345
I2486,1200,1400,1450,179.4,179.4,012345
I2487,1200,1400,1450,179.4,179.4,012345
I2488,1200,1400,1450,179.4,179.4,012345
I2489,1200,1400,1450,179.4,179.4,012345
I2490,1200,1400,1450,179.4,179.4,012345
I2491,1200,1400,1450,179.4,179.4,012345
I2492,1200,1400,1450,179.4,179.4,012345
I2493,1200,1400,1450,179.4,179.4,012345
I2494,1200,1400,1450,179.4,179.4,012345
I2495,1200,1400,1450,179.4,179.4,012345
I2496,1200,1400,1450,179.4,179.4,012345
I2497,1200,1400,1450,179.4,179.4,012345
I2498,1200,1400,1450,179.4,179.4,012345
I2499,1200,1400,1450,179.4,179.4,012345
I2500,1200,1600,1350,303.92,303.92,012345
I2501,1200,1600,1350,303.92,303.92,012345
I2502,1200,1600,1350,303.92,303.92,012345
I2503,570,780,478,160.56,160.56,012345
I2504,1200,1400,1450,179.4,179.4,012345
I2505,1200,1400,1450,179.4,179.4,012345
I2506,1200,1400,1450,179.4,179.4,012345
I2507,1200,1400,1450,179.4,179.4,012345
I2508,1200,1400,1450,179.4,179.4,012345
I2509,1200,1400,1450,179.4,179.4,012345
I2510,1200,1400,1450,179.4,179.4,012345
I2511,1200,1400,1450,179.4,179.4,012345
I2512,1200,1400,1450,179.4,179.4,012345
I2513,1200,1400,1450,179.4,179.4,012345
I2514,1200,1400,1450,179.4,179.4,012345
I2515,1200,1400,1450,179.4,179.4,012345
I2516,1200,1400,1450,179.4,179.4,012345
I2517,1200,1400,1450,179.4,179.4,012345
I2518,1200,1400,1450,179.4,179.4,012345
I2519,1200,1400,1450,179.4,179.4,012345
I2520,1200,1400,1450,179.4,179.4,012345
I2521,1200,1400,1450,179.4,179.4,012345
I2522,1200,1400,1450,179.4,179.4,012345
I2523,1200,1400,1450,179.4,179.4,012345
I2524,1200,1400,1450,179.4,179.4,012345
I2525,1200,1400,1450,179.4,179.4,012345
I2526,1200,1400,1450,179.4,179.4,012345
I2527,1200,1400,1450,179.4,179.4,012345
I2528,1200,1400,1450,179.4,179.4,012345
I2529,1200,1400,1450,179.4,179.4,012345
I2530,1200,1400,1450,179.4,179.4,012345
I2531,1200,1400,1450,179.4,179.4,012345
I2532,1200,1400,1450,179.4,179.4,012345
I2533,1200,1400,1450,179.4,179.4,012345
I2534,1200,1400,1450,179.4,179.4,012345
I2535,1200,1400,1450,179.4,179.4,012345
I2536,1200,1400,1450,179.4,179.4,012345
I2537,1200,1400,1450,179.4,179.4,012345
I2538,1200,1400,1450,179.4,179.4,012345
I2539,1200,1400,1450,179.4,179.4,012345
I2540,1200,1400,1450,179.4,179.4,012345
I2541,1200,1400,1450,179.4,179.4,012345
I2542,1200,1400,1450,179.4,179.4,012345
I2543,1200,1400,1450,179.4,179.4,012345
I2544,1200,1400,1450,179.4,179.4,012345
I2545,1200,1400,1450,179.4,179.4,012345
I2546,1200,1400,1450,179.4,179.4,012345
I2547,1200,1400,1450,179.4,179.4,012345
I2548,1200,1400,1450,179.4,179.4,012345
I2549,1200,1400,1450,179.4,179.4,012345
I2550,1200,1400,1450,179.4,179.4,012345
I2551,1000,1200,750,176.5,176.5,012345
I2552,1200,1600,930,277.828,277.828,012345
I2553,1200,1600,930,277.828,277.828,012345
I2554,1200,1600,930,277.828,277.828,012345
I2555,1200,1400,1450,179.4,179.4,012345
I2556,1200,1400,1450,179.4,179.4,012345
I2557,1200,1400,1450,179.4,179.4,012345
I2558,1200,1400,1450,179.4,179.4,012345
I2559,1200,1400,1450,179.4,179.4,012345
I2560,1200,1400,1450,179.4,179.4,012345
I2561,1200,1400,1450,179.4,179.4,012345
I2562,1200,1400,1450,179.4,179.4,012345
I2563,1200,1400,1450,179.4,179.4,012345
I2564,1200,1400,1450,179.4,179.4,012345
I2565,1200,1400,1450,179.4,179.4,012345
I2566,1200,1400,1450,179.4,179.4,012345
I2567,1200,1400,1450,179.4,179.4,012345
I2568,1200,1400,1450,179.4,179.4,012345
I2569,1200,1400,1450,179.4,179.4,012345
I2570,1200,1400,1450,179.4,179.4,012345
